geo,ref_date,age_band,unemployment_rate,employment_rate,participation_rate,age_group_raw,note
Newfoundland and Labrador,2011-04,Core (25-54),9.8,74.1,82.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-04,Older (55+),14.3,26.9,31.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-04,Youth (15-24),17.1,51.3,61.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-05,All (15+),12.8,53.3,61.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-05,Core (25-54),11.4,73.5,83.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-05,Older (55+),12.5,26.5,30.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-05,Youth (15-24),20.1,49.9,62.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-06,All (15+),13.1,52.3,60.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-06,Core (25-54),10.6,73.2,81.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-06,Older (55+),15.6,25.1,29.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-06,Youth (15-24),21.4,48.1,61.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-07,All (15+),12.7,52.9,60.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-07,Core (25-54),10.2,74.2,82.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-07,Older (55+),15.3,25.7,30.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-07,Youth (15-24),21.3,47.8,60.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-08,All (15+),13.7,52.4,60.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-08,Core (25-54),11.7,72.9,82.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-08,Older (55+),15.3,26.1,30.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-08,Youth (15-24),21.3,47.7,60.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-09,All (15+),13.9,52.1,60.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-09,Core (25-54),11.4,73.4,82.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-09,Older (55+),17.2,25.2,30.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-09,Youth (15-24),21.4,46.4,59.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-10,All (15+),14.0,52.2,60.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-10,Core (25-54),10.9,73.9,83.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-10,Older (55+),19.4,24.8,30.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-10,Youth (15-24),21.8,46.5,59.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-11,All (15+),13.5,52.7,61.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-11,Core (25-54),11.3,74.1,83.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-11,Older (55+),17.1,25.3,30.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-11,Youth (15-24),19.9,48.4,60.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-12,All (15+),13.3,53.1,61.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-12,Core (25-54),11.5,73.9,83.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-12,Older (55+),15.9,26.3,31.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2011-12,Youth (15-24),18.7,49.4,60.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-01,All (15+),13.8,53.0,61.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-01,Core (25-54),11.8,74.7,84.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-01,Older (55+),16.6,25.4,30.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-01,Youth (15-24),19.7,48.3,60.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-02,All (15+),13.2,53.2,61.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-02,Core (25-54),11.5,75.0,84.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-02,Older (55+),16.0,25.5,30.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-02,Youth (15-24),18.5,48.9,60.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-03,All (15+),12.8,53.4,61.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-03,Core (25-54),11.4,74.6,84.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-03,Older (55+),14.5,26.0,30.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-03,Youth (15-24),17.7,50.2,60.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-04,All (15+),12.5,54.6,62.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-04,Core (25-54),10.8,76.1,85.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-04,Older (55+),14.2,27.1,31.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-04,Youth (15-24),18.7,51.4,63.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-05,All (15+),12.6,54.2,62.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-05,Core (25-54),10.6,75.6,84.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-05,Older (55+),15.7,26.6,31.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-05,Youth (15-24),17.6,51.5,62.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-06,All (15+),13.3,54.2,62.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-06,Core (25-54),11.3,75.2,84.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-06,Older (55+),16.4,27.4,32.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-06,Youth (15-24),18.8,51.2,63.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-07,All (15+),13.0,54.0,62.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-07,Core (25-54),11.0,75.1,84.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-07,Older (55+),15.3,27.7,32.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-07,Youth (15-24),19.4,49.3,61.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-08,All (15+),13.4,54.1,62.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-08,Core (25-54),11.6,75.0,84.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-08,Older (55+),14.1,27.8,32.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-08,Youth (15-24),21.2,50.2,63.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-09,All (15+),12.2,54.4,61.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-09,Core (25-54),10.6,74.9,83.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-09,Older (55+),14.3,28.1,32.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-09,Youth (15-24),17.1,52.1,62.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-10,All (15+),11.5,55.2,62.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-10,Core (25-54),9.7,75.5,83.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-10,Older (55+),14.1,28.0,32.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-10,Youth (15-24),16.4,56.5,67.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-11,All (15+),12.3,55.0,62.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-11,Core (25-54),10.7,75.1,84.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-11,Older (55+),15.6,28.7,34.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-11,Youth (15-24),15.1,54.8,64.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-12,All (15+),11.7,55.1,62.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-12,Core (25-54),10.0,76.2,84.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-12,Older (55+),14.9,27.8,32.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2012-12,Youth (15-24),15.2,54.5,64.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-01,All (15+),12.1,54.7,62.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-01,Core (25-54),10.4,75.5,84.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-01,Older (55+),14.3,28.5,33.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-01,Youth (15-24),17.0,52.1,62.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-02,All (15+),12.0,54.6,62.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-02,Core (25-54),10.5,75.2,84.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-02,Older (55+),15.3,29.1,34.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-02,Youth (15-24),14.4,51.2,59.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-03,All (15+),12.5,54.3,62.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-03,Core (25-54),10.3,75.3,84.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-03,Older (55+),16.7,28.6,34.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-03,Youth (15-24),16.6,49.9,60.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-04,All (15+),13.0,53.7,61.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-04,Core (25-54),10.5,74.9,83.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-04,Older (55+),17.7,27.8,33.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-04,Youth (15-24),18.1,49.2,60.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-05,All (15+),12.1,54.0,61.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-05,Core (25-54),9.8,75.1,83.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-05,Older (55+),16.1,28.2,33.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-05,Youth (15-24),17.5,50.0,60.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-06,All (15+),11.6,54.7,61.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-06,Core (25-54),9.5,76.6,84.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-06,Older (55+),14.7,28.1,33.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-06,Youth (15-24),17.3,50.5,61.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-07,All (15+),12.0,54.2,61.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-07,Core (25-54),9.5,76.5,84.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-07,Older (55+),17.1,26.7,32.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-07,Youth (15-24),17.2,50.9,61.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-08,All (15+),11.2,54.3,61.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-08,Core (25-54),9.3,76.4,84.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-08,Older (55+),13.4,27.4,31.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-08,Youth (15-24),17.2,50.8,61.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-09,All (15+),11.2,54.3,61.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-09,Core (25-54),9.0,76.5,84.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-09,Older (55+),14.2,26.7,31.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-09,Youth (15-24),17.4,52.1,62.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-10,All (15+),11.7,54.7,61.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-10,Core (25-54),9.9,76.5,85.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-10,Older (55+),13.4,28.0,32.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-10,Youth (15-24),17.5,51.7,62.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-11,All (15+),12.6,54.0,61.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-11,Core (25-54),9.6,76.4,84.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-11,Older (55+),15.2,28.0,32.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-11,Youth (15-24),23.2,47.8,62.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-12,All (15+),11.6,54.9,62.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-12,Core (25-54),9.8,77.9,86.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-12,Older (55+),14.0,28.1,32.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2013-12,Youth (15-24),17.4,48.9,59.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-01,All (15+),12.2,54.7,62.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-01,Core (25-54),10.1,77.1,85.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-01,Older (55+),14.8,28.2,33.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-01,Youth (15-24),19.0,49.7,61.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-02,All (15+),12.3,54.5,62.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-02,Core (25-54),9.9,76.8,85.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-02,Older (55+),15.8,28.0,33.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-02,Youth (15-24),18.9,50.0,61.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-03,All (15+),11.8,54.8,62.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-03,Core (25-54),9.7,76.6,84.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-03,Older (55+),16.2,28.5,33.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-03,Youth (15-24),15.2,52.0,61.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-04,All (15+),12.1,54.0,61.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-04,Core (25-54),10.9,75.4,84.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-04,Older (55+),14.2,28.5,33.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-04,Youth (15-24),14.8,50.9,59.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-05,All (15+),13.2,53.0,61.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-05,Core (25-54),11.2,75.1,84.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-05,Older (55+),16.7,27.2,32.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-05,Youth (15-24),18.2,48.1,58.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-06,All (15+),12.8,52.9,60.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-06,Core (25-54),11.7,73.2,83.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-06,Older (55+),14.2,28.3,32.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-06,Youth (15-24),15.9,51.6,61.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-07,All (15+),13.1,53.4,61.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Newfoundland and Labrador,2014-07,Core (25-54),12.2,73.6,83.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
